,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
2392,87,0.9359675698098238,left,Other,person,NYers,other,repeat,"The verb 'repeat' is used metaphorically to emphasize the importance of the statement about treating 'NYers' as lifeblood. It transcends its literal meaning of physically repeating an action, instead serving to stress the need to consistently advocate for NYers, giving it a metaphorical weight of reiteration without direct physical action.","'How about you treat working, I repeat WORKING NYers like the life blood we are to this state and advocate tax relief for us?'"
1065,87,0.9370088110718876,right,Other,person,moderates,other,lull,"The verb 'lull' is used metaphorically to describe the moderates as being 'put back to sleep,' which extends beyond its literal meaning of inducing sleep. Here, it conveys the idea of calming or pacifying moderates, rendering them passive or disengaged from progressive efforts, rather than referring to a physical action of sleep.",'We need a revolution; Harris will lull moderates back to sleep + actively harm progressive efforts.'
1734,87,0.9395983203966585,left,Other,place,Russia,other,Minimizing,"The verb 'Minimizing' is used metaphorically to describe reducing Russia's influence or significance in geopolitical terms, rather than referring to a physical action. The source verb 'minimize' transcends its literal meaning (e.g., reducing size) to convey a conceptual action of diminishing Russia's impact, which is not a direct physical manipulation of the target noun.",'He has a large agenda for the USA  1) Wall 2) Immigration 3) Tax 2.1 4) international trade  5) Disarming Korea 6) Neutralizing Iran 7) Minimizing Russia 8) defunding sanctuary cities'
899,87,0.9430129711254168,right,Other,thing,book,other,wrote,"The verb 'wrote' is used metaphorically to signify that Michael D’Antonio is considered the authoritative expert on the subject, as in the idiom 'wrote the book on.' This transcends the literal physical action of writing and conveys a conceptual metaphor where the verb represents expertise or authoritative knowledge.","'Great piece by Michael D’Antonio, who literally wrote the book on'"
691,87,0.9576268964767551,left,Other,person,you,other,predict,"The verb 'predict' is used metaphorically here. While 'predict' literally means to forecast future events, in this context, it is applied to 'you' in a way that transcends its original meaning. The phrase 'predict us into a better economic position' implies an active role in influencing outcomes, which goes beyond mere forecasting. This usage metaphorically suggests that 'you' have the power to effect change, rather than simply foreseeing it, thus personifying or attributing an agency to 'you' that aligns with metaphorical rather than literal interpretation.",'How about you predict us into a better economic position then?'
991,87,0.9680877373752359,left,Other,person,you,other,register,"The verb 'register' is used metaphorically here. Literally, 'register' refers to officially recording information, typically for living entities. The sentence mentions registering 'dead people,' which contradicts the literal meaning. This use of 'register' transcends its physical action, implying a systemic or bureaucratic process that metaphorically 'handles' these cases, even when the literal action (registering dead individuals) is impossible.",'Is that why you register illegals and dead people in the 100 of thousands and she still lost.'
2756,87,0.9859262566247292,left,Other,place,state,other,ranks,"The verb 'ranks' is used metaphorically to indicate the state's position in a comparative ranking system (e.g., quality of life). This transcends its literal meaning of physical positioning, as the state is an abstract entity being evaluated relative to others, not subjected to a tangible action.","'Mr. Sherman, CA has highest taxes, 130,000 homeless, people work 2 jobs to pay taxes so Illegals get Preferential Treatment and Freebies; 50% of population plan to move out; state ranks #50 in quality of life; state discriminates against Legal Immigrants &amp; citizens.'"
1759,88,0.31201945415485105,left,Undocumented Immigrants,person,Illegals,other,welcome,"The verb 'welcome' is used metaphorically to describe the treatment or stance toward 'Illegals,' transcending its literal meaning of physically greeting someone. It conveys a conceptual action related to political or social acceptance, rather than a direct physical interaction.",'Illegals welcome #loonyleft #trump20'
326,88,0.38427919640361624,left,The Establishment,person,class,other,welcomed,"The verb 'welcomed' is used metaphorically to describe the ruling class's acceptance or support of the illegals, transcending its literal meaning of a physical greeting. It personifies the ruling class by attributing them the action of welcoming, implying their active involvement in facilitating the arrival or integration of illegals, rather than describing a literal physical action.",'Indianapolis has been flooded with illegals for decades; welcomed by the ruling class with open arms.'
678,88,0.38812005898099994,left,Undocumented Immigrants,person,illegals,other,welcome,"The verb 'welcome' is used metaphorically to characterize 'illegals' by implying a policy or attitude toward their acceptance, rather than describing a physical action. The phrase 'welcome the illegals' transcends the literal meaning of welcoming (greeting or offering hospitality) and instead represents a conceptual stance on immigration, which is not a direct physical action.",'Haha all the Democrat mayors were told to fall in line and welcome the illegals.'
