,met_id,cluster,doc_id,source_word,target_word,llm_expl,sentence,distance
1063816968073969666_0_26_28,1063816968073969666_0_26_28,4,1063816968073969666,have,values,"Immigrants are introducing outdated, harmful values that negatively affect society. People arriving in the Western world bring with them values from a backward historical era. It is harmful that immigrants are spreading medieval values that corrupt modern society. The Western world should prevent the spread of medieval values by controlling immigration.","'Immigration Changes A Society -- And, Let's Be Honest, Sometimes In Negative Ways (when people who come to the free Western world have medieval values)'",0.60482234
1085902847504310276_0_31_34,1085902847504310276_0_31_34,4,1085902847504310276,ruin,civilization,"The Ellis Island immigrants are causing the destruction of civilization. The immigrants are introducing crime, job theft, and disease, which lead to the collapse of civilization. It is morally wrong that immigrants are undermining the foundations of civilization. The spread of immigrant influence should be halted to prevent further destruction of civilization.","'I'm not so sure, because at that time people were screaming that the Ellis Island immigrants were dirty and diseased and bringing crime and taking our jobs and would ruin our ""civilization.""'",0.6048999
1018292770056949760_1_5_7,1018292770056949760_1_5_7,4,1018292770056949760,changing,Culture,Immigrants are altering Europe's culture in a way that is seen as destructive. Immigrants are actively transforming Europe's culture through their presence and influence. It is immoral that immigrants are being blamed for corrupting Europe's culture while others profit from their labor. Immigrants should be prevented from further changing Europe's culture to protect its traditions.,"'Jerk  dog whistles about Immigrants changing the Culture of Europe BUT they use mid &amp; far east people to make the clothes, frikk'n BIGOTS!'",0.67769974
1151201888202887168_0_15_3,1151201888202887168_0_15_3,4,1151201888202887168,sinking,problem,The sons and daughters of first-generation immigrants are causing the country's downfall. The sons and daughters of first-generation immigrants are acting in ways that harm the country's stability. It is immoral that the sons and daughters of first-generation immigrants are undermining the country's stability. The sons and daughters of first-generation immigrants should be held accountable to prevent further damage to the country.,"'I understand the problem in Congress, sons and daughters of first generation immigrants are sinking the ship.'",0.69227487
1057636450122924032_0_6_5,1057636450122924032_0_6_5,4,1057636450122924032,needs,country,The country is in a vulnerable state where it is being exploited by uneducated immigrants. Uneducated immigrants are taking resources from the speaker and the country. It is immoral that the country is being drained by uneducated immigrants exploiting the speaker. The country should stop allowing uneducated immigrants to exploit its resources.,'Fake views: what this country needs is more uneducated immigrants wanting to take from me!',0.7003188
1085902847504310276_0_23_24,1085902847504310276_0_23_24,4,1085902847504310276,bringing,crime,The Ellis Island immigrants are introducing crime into society. The presence of Ellis Island immigrants is causing an increase in crime. It is immoral that Ellis Island immigrants are being blamed for introducing crime and societal decay. The Ellis Island immigrants should be prevented from introducing crime into society.,"'I'm not so sure, because at that time people were screaming that the Ellis Island immigrants were dirty and diseased and bringing crime and taking our jobs and would ruin our ""civilization.""'",0.70076245
1126622370867945472_1_2_5,1126622370867945472_1_2_5,4,1126622370867945472,lose,class,The middle class is at risk of disappearing due to economic decline. Current economic policies are eroding the stability of the middle class. It is unjust that the middle class is being undermined by harmful economic practices. Implement policies to stabilize and protect the middle class from economic collapse.,'You will lose the middle class .',0.7119329
1063816968073969666_0_26_18,1063816968073969666_0_26_18,4,1063816968073969666,have,people,The free Western world is being negatively influenced by medieval values brought by immigrants. Immigrants bring medieval values into the free Western world. It is immoral that immigrants bring destructive medieval values to the free Western world. The free Western world should stop immigrants from bringing medieval values into society.,"'Immigration Changes A Society -- And, Let's Be Honest, Sometimes In Negative Ways (when people who come to the free Western world have medieval values)'",0.7250102
1126622370867945472_1_2_0,1126622370867945472_1_2_0,4,1126622370867945472,lose,You,The middle class is eroding or disappearing. Economic policies or systemic factors are causing the decline of the middle class. Losing the middle class is harmful and undesirable. Implement policies to preserve and strengthen the middle class.,'You will lose the middle class .',0.7305112
1030234836433293312_0_4_1,1030234836433293312_0_4_1,4,1030234836433293312,built,America,North America's development is attributed to immigrants and hard work rather than tariffs. Immigrants and their hard work are the driving forces behind North America's growth. It is virtuous and noble to build a nation through immigration and hard work. Society should continue to value and support immigrants and their contributions to the nation's progress.,"'North America was not built on Tariffs... it was built on Immigrants, hard work and a vision for the future!'",0.79980034
