,cluster,target_group,source_image_schema_group,source_word,target_word,llm_expl,tweet
1148090737634041856_1_13_11,87,Other,force,eat,that,"The verb 'eat' is used metaphorically to describe the emotional impact of the situation on the person. The phrase 'eat at you' is an idiomatic expression meaning to cause distress or anxiety, not a literal physical action. The verb transcends its original meaning to convey a psychological effect on the target noun 'that' (referring to the situation of hating the Constitution).",'Off course you Republicans hate following the Constitution so I know that will eat at you.'
1008255057366642688_1_7_6,87,Other,force,made,who,"The verb 'made' is used metaphorically to characterize the target noun 'man' by implying the act of shaping or forming someone into a man, which transcends the literal physical action of creating. It personifies the 'man' as a creator, metaphorically conveying influence over another's development rather than a literal physical action.",'You don’t support the man who made you a man .'
1130558625355902977_0_15_8,87,Other,force,wrecked,episode,"The verb 'wrecked' is used metaphorically to convey the emotional impact of the episode on the speaker. The phrase 'wrecked me' signifies that the episode caused severe emotional distress, transcending its literal meaning of physical damage. The verb does not describe a physical action applied to the episode itself but rather characterizes the overwhelming effect it had on the speaker's emotional state.","'I finally caught up on  and the latest episode, “Employee Appreciation Day” wrecked me.'"
1048655245688102913_2_0_2,87,Other,force,WAKE,TEXANS,"The verb 'WAKE' is used metaphorically to urge Texans to take notice or act, transcending its literal meaning of stopping sleep. It personifies Texans as needing to 'awaken' to a situation, implying urgency or awareness rather than a physical action.",'WAKE UP TEXANS!!'
1136667968849567747_4_11_10,87,Other,force,broke,war,"The verb 'broke' is used metaphorically to describe the onset of the war. The literal meaning of 'broke' involves breaking a physical object, but here it signifies the commencement of a conflict, which is an abstract concept. This usage transcends the physical action and employs the verb to metaphorically represent the start of the war.",'He went back to teach 2 years before the civil war broke out.'
1016458897874272256_0_4_0,87,Other,force,help,Support,"The verb 'help' is used metaphorically to describe the abstract noun 'Support' as if it is an active entity capable of assisting in preserving innovation. This personification of 'Support' as an agent performing a physical action (helping) transcends its literal meaning, which typically applies to direct assistance by a person or entity.",'Support for #STEMigration will help preserve American #innovation!'
1112607416967942145_0_24_25,87,Other,force,take,advantage,"The verb 'take' is used metaphorically in the phrase 'take advantage of us' to describe the act of exploiting or benefiting from someone's situation without referring to a physical action. Here, 'take' extends beyond its literal meaning of physically acquiring something, instead conveying a conceptualized action of exploitation, which is a common metaphorical usage of the verb in this phrasal construction.",'Mexico was never a good friend of the USA they always  looked upon us as white bad people and try to hurt us and take advantage of us and never help us .the democrats are in alliance with them to do the same bring more illegals for votes'
1185167234064437248_1_7_5,87,Other,force,shutter,manufacturers,"The verb 'shutter' is used metaphorically to describe the action of closing down factories, transcending its literal meaning of physically closing a door or camera shutter. It represents the cessation of operations, personifying the factories' closure as an action, rather than describing a direct physical act.","'Removed border tariffs, allowed manufacturers to shutter American factories and move business to Mexico for cheap labor.'"
995633694902771712_4_18_16,87,Other,force,resign,you,"The verb 'resign' is used metaphorically here. Literally, 'resign' refers to formally giving up a job or position. However, in this context, it is applied to the target noun 'you' to convey the idea of surrendering or giving up in the face of Alzheimer’s disease. The verb transcends its physical action meaning to imply a metaphorical act of resignation to an inevitable situation, personifying the target noun as someone who can 'resign' from a disease, which is not a literal action.","'I realize Alzheimer’s disease is catching up to you, maybe it’s time for you to resign.'"
1144048889445535744_1_7_8,87,Other,force,hurts,everyone,"The verb 'hurts' is used metaphorically to describe non-physical harm caused to 'everyone' through the situation of dependency. It transcends its literal meaning of causing physical pain by attributing a tangible action to an abstract group, implying emotional or relational damage rather than literal injury.",'Making other nations dependent on our aid hurts everyone involved.'
1058760638959357953_0_9_0,87,Other,force,Getting,Women,"The verb 'getting' is used metaphorically to describe the escalation of a condition (harassment) rather than a physical action. It conveys a conceptual change in the state of harassment, indicating it is becoming more severe, which transcends its literal meaning of obtaining something physically.",'Women in Migrant-heavy Paris Area Complain Harassment Getting Even Worse  via'
